Numero,CUFE/CUDE
SEDS419,f030330b242e8397389e01b37dee2dbf0f87294dd59c7bd03c6f89ca2959cb2caccfe603e1147b735ee3665e00e29ce9
SEDS421,567e2536988ab23126d60e13b702d349e656899a55fa9235b71012678d541185fe9c7385a4260a3eccb1c8bd903f4a75
SEDS422,a687220410c61d38ee64c9ab78439dfe8d81cb6ba965fa1e4ea4a77a64860e9f7dff9787a177e4c5e4eaf666a9fdc2a1
SEDS413,5ca3bb85e5586a60a3c1209a14431ed1be52379d1064257500ca4306c177aa20acd1d27fcb54c19bdd4572687a57a290
SEDS414,b828c300ff8eccd6f189a065c6b912cbaf26840733e108b82bec2cf665388f1bbe78334147aa00995e76bac53dd23ca4
SEDS415,6b4f7267f52de9bf67e5491a99ea176e8929b467115c4479713e6ef1bf23918ebe0b61e0569517355417cf34dfc9af5c
SEDS416,0b815bafcb005c27b38ecd50a7439edaab7bd62706de4a9f663a49d865be6e0943f23c056275a306aee8df23f5c767db
SEDS408,b836a8a8f3be96cc5e6ced4286589b134b7825a1e1e81823cacd1512ade772004619bb63e4e84e94b477a83dfd666370
SEDS409,111a9eb9cd8fadfe804604becfebf173ef45f023fc59989fe1e1513614637ef2d678488d39e5ef0d4d1bd7dac232acf3
SEDS410,f48b052ff676fad0253051a4f9f5a7cf89900d0c69cb41ba209efd4d317ad8b67ced92820d02083a23e488c45143bd6c
SEDS411,3ddf2bdf46ca3f0bff4272269001cc7d982a2e923daff27ee978ca4de48fbefd307637960acd15dfdecb39ecff16dd33
SEDS405,afde1fd0a54b98a34c7dddd92f131b230786355a4970de575537ec6e7372ab3197e0a664a752f83d0d0413d8d0d79e49
SEDS404,15585e1adb940037afed1024faa63c714de669d9f1150c834bbc9ece678d0d827da9ac72505c0f44675eb962f5054521
SEDS403,d976f37bb914450e7eeab9337679a0ffd9ab1873b32f041d3af2cd9de9c1e69daf55c6e58b240ee92aa4c629df6f3eb3
SEDS395,c351d2a773a32befad374a01b3c49f709760b87474d0c4ac80f8fe0ecab298fb0ae43b21cd4c1c1387fb42409c2dcc5d
SEDS396,99e52950dd0fbb3650fd1091aaa9d7b9117833fdda0803f2b377edfd7d40dd2129d22528ca6ef3b8a792211c774ce9f2
SEDS397,9809999e0cbea5b3e9743d99b205e19d20f3298047a3844fded2ee29de08c219ffa46636a956d4aa4c92a6573a7d113b
SEDS398,f027483dfef28b258e157e9a5dbf19a938445867e59efd12900380197a459cc4e9b0ee9b6a9d95d65e7ff6750c131138
SEDS399,5db5dc43509975736df2cfb2b5ec70a519c334174db8a0b889ec38a65eeaac9ffb0157e5a617a63841295466ef6a9ccd
SEDS400,f7df2eab52eab5732c9f089bfa28c2b970651457ee0d89333c2881feaad9d9a86d8cb74dbdfb1cfa04da0fee17540e28
SEDS401,ef7dc3f0af77407a817cffaf608523c6c5317e03fb86e73c31f540e62e5792564301aa79642b28ba4968ab3821b86362
SEDS402,92c09f7f2da8067569814e77f3aee890a56ee23cc266dc5e281e4df7e6d2628f3b95fae0cffaf9c81a842ee84450f651
SEDS393,7784416164e0953a197225ee96e59c5520e1aaef24af78e2282e8c357806a03b3e84440657ca40765e7b922a32088cd1
SEDS394,0fa9e57b3c9cc41c6a4344883e03fb1fc279107592b45e214ad6fac14500fbf2832b6b934084ac9370975b1bd29d15f5
SEDS391,fdc0e4154a2c7b12598c90b9334dca0d6f76fb0ee984e4e729569f715a508833400cb4cd9e8ae367290d900c4b32e4ca
SEDS387,b8d0468bef0d197a903d93b37db1260279a3f933e69be89a7d2c3900c9eac5a2a650cc039635d0024d709183732fd4d5
SEDS388,1ec3f9bbe14ddc055cba6739d027642f237e6b16daf63716cfc6408a67ee2f4215f14708b61aa912dbd48b5e4db6fc72
SEDS389,accb211e062369c73553184fcd4b8ff37b7d3a29648a4ea13485d5cc76147da969ec8490ed6661072902fc2b1bbccb3a
SEDS380,052903c52c98c7e5bf8339eeb225e6bacb5f08721029a089434f8f6bff2f18fd19a12b8712ec67ae3742dcb6616d3699
SEDS381,a0c6a7ecacdcea87a3b2f677d172324a3c4295ee2674e66f66d3330c36af482fa74e393cb0534a3014e6de4d85236c1a
SEDS384,01834d8b34e7d9cd42b3287d719aa7ef2036f715d5ac33eb9eacdb51ee17d1a6c83a20e030b12d8b4a7bd3243d0c9b65
SEDS385,60fa10be72734870f0788b95a279279226666358c4d7a2bb259463a10a66e36e0a2d4f2fd02228b2eff99b30e95d67a8
SEDS386,0cc5c85d84f83571bed8702ea36bfac283305e42ef6d79da929a66db21d74b46fb53759ec39397fc9d1bd437b4696938
SEDS376,b541c3852d6382963d39d25702f440de08e908e53a7848e1fad6f8fa34c741a3d82f00ffa7c21015eb429a1d326fcb43
SEDS377,3e90df63491d09afaee5e6d3df04f37be8ec3008afa7612b198aa420b2c2a1005a439dc86046411fb6a063e85d329632
SEDS378,c3ce5ae3756e2add5b404a6f2a2c75e4f8aade16909bf5865ad7a4e93c982f6b4db9890e0b20b4676a3993cf2fac5052
SEDS379,6b5fdf0bf5fcf4aa001ac3746758307c107dcbb2cd52162bbc1b11489eb3f48e511492fc99b175f3c180b2eef2cec1b0
SEDS366,5e330fd5b67b78b2770a20312ba534ac5cea3efd6ad5207c7468a9067fcae7364b5a4741051fe4cad244e6ea3f6d0d38
SEDS367,7fbe9d54132b5f5d10547fe042982ea471c30b3619ff5620997c311f050fe63938edbe5b56af0111d0f0a208865111a9
SEDS368,39312a0f62ee80986642ca8dab0d6eb39e5833d11bd96ed29c4480ffa295372e5d90258f17199f611c96c0dcacc0deaf
SEDS369,5d118c36d19c5028d83d49620fee20abc453e409a49eb77cc02413aedf8019ab5b3853b3a365348ecbdbca2961da6340
SEDS370,60ddca1419a025ee4de81177b3c8e86d7f43504c2ed772837247dc869e7c592cf260f759b695fb55f9ddc369a805d868
SEDS371,53661c3262aa4f9b4b530ded08f73219a289213d82e0eefabd09776d19be87913979f47f7ed8e1346d8d733e751f5573
SEDS372,c314d87607f60a9e40a81091d540b754c33534ff94bdea80475ae9a4b961bbcc4b2bc57f4c5b1aeb436b4846053e839f
SEDS373,af0202f475431b46d7d734c75b0d416d952fba3f94c8112a12456b8f5907a72eaaf85dd085486ee4ef836d7064205c2e
SEDS374,ab8d3597010116c03eb1240692e53e0c1f17b47563c342f3cd098d6fe4ad7759c1bec7fd58d9173920a8fbea33c81730
SEDS361,476e777840d30ddeee5b0cc9e9817f7b728002a353cf188c611b769e62acd9d12f05220004b7a0625c01d0f5a37a3aaf
SEDS364,19c68119f89e35b6227a3921f33e743f907a3011b43992f3b1cfcdf910c0251bc10dbae1976086c0b9caaa87c6a2b691
SEDS365,2e61fa8331b16b6baab1cff48ad56081a558368778f04d34692464d295824fd0835d01f282d20c5f3b9790c1344a78b7
SEDS350,060c9ca354c0830f358521da8b4639ec4a506b0016e5fc74a695f2f9112fd5e6900824b5165d3949ddc49f339cd95c9b
SEDS351,e3c7561169bc2a03e8b418d8eb8463b285b4c2ff10a9ea6f5edaca3bd5639b8436684a51a22b25f9c5aa5749c64d8f50
SEDS352,1fbcf10c8c7a7dfc901a14b6cf8eaa1462bdadb4d95495ff5038c633fd59143a31cd78d7ec6b1298f8f954da59d46f23
SEDS353,a7eb0a468494978ba26d3149a294acdab0ffb1b53b7f844ce714b25890c644d61a3e47a2b4cb8729f7e349f1617a7590
SEDS354,cfe8a63b8c48313d345a285c8ff467a37006cef3620a236bd0b2038ae78fe15a90a7fd9f3d82f102642cda1c353505ee
SEDS355,0e8f122467560a93f89d1ca1adaa323afe50a54b1173da9bde310b57d885666f767c865115932027a16ad537ff93e386
SEDS357,8e508f1d73121915b679420c44ee986207cb10e250650ba52a1c49e04324ddd16a391b5aa192f16d93e81bca9b23c6c0
SEDS358,9976e956527fde6372aee41aa3b4e0bb7d2cf1e334781c657d4ca09c11b56e9d10b5ede01a95fb3d6018084fff6e7c7b
SEDS360,b593df7bedee12f7ba04d4400fa3cc1139e3f906edc2d09f4c80017eba160079e90cbe009828435e14428ecb3eaceffe
SEDS345,55db0509cc59a7d7146dec5dec5d8d923bf59c96228fa64b61cdf5fd76cae450188decf9e1759a9fa18ac6d056353a96
SEDS346,4c4df6cb0c7af60cd7589eb1b0cf47efc3143b92933b0b180ddbc982abd3426a6f8ea141fb5713b7f16ff97373f7ae4a
SEDS347,a36a26743789cb44fef151acc61739007fd5aac4c2d308b8ec32b31f15d5b92c298a43df1b171b9d1b87056767d6062d
SEDS348,2dbd807c55248e20e1636bbb2074b87c399383123bf58b7309c9898bb3133092b0fbabe5dbd4c510ff027dc53f80ae30
SEDS349,b0c06988470b3bf43d3f1a57f599ae42856f2428c432d68a80ffc78eb406be913ec6b763ccde6c348f94fce27c6a7989
SEDS340,7b3066aebc844fab20fda0bcd4853f549a8afec35b1a990a023789c2b35ca1773929ff05f8a97d5f0637ed881bf237b0
SEDS341,776cf58a379e68d4e03f0c2eb6c8ddda938759f4afb7ee0c42ed5e154d343d5022272a7d52cd00ffcd7b99959435d042
SEDS342,8edfad1153f624bed846e9564d80e6c7176378a848ce7dc3e83d0de93a07eb26adbb060850568e7d6568402892090ea4
SEDS343,272dc98007cb81bfb7728d798c8cb314d7e110145d1710ebf0483f1408530ccffaa86f94fbfbaa72440999f87310809b
FPSE201,f50edae3ae24f96bf616945cc3a9f89d4f9f94cf23f9867904be57c54084c3e2ab7fa969294b95fd40fddea83557c97e
FPLS331,8164f362cdd10ff8203a0c73ad6bfb27c528969f84d7b0149dbf132cf534ab5991dd18d525e5fa791bef39df167eb71b
FPLS333,a1d95eeaba4ef0b65c7352ae5f38153c87721e39146a78c6eb6917b0ff256043f10f4cf3b67dd46f06de790065622bc6
FPSE200,a8c51b7624cc8e84f3feac497e0ee904c499df8e180fd62c4098dbe89a0f57a1fbf2faf9d3f5c57c1be239329e409c77
FPLS332,f19ae5ba4043be8e98062b8b9ff3ead1578c0605da1808312732860ac9eb64b64f0c8e2df44cf464b1a7df103736c271
FPSE199,a07079645c7542f8f018d4d0d6fdfe4d4a0d9835e1168b7f067e4ce5243b70a9f31e5fafd5a818062b9152fe0a5f1727
FPLS335,eab8e385248803700b1056689e987297526022d22bd6612f45e5cf30a062691c762f64c235c3cb43218b0fac87756f31
FPLS334,2fa27898f54f763c064564831afb6442fe13ca6564dccb67eabb8f20f53129f594f9bb6a738758773548f92f50a145ca
FPSE205,b738b2c5b88ac0ec0fab822b3c8b31a23d5e818fe7d58ab9837081622e64115a2c9058b36002179ab62dae110c764602
FPSE202,e4ebfb238a0245d4214fb9581cd6429082f82b3980734b0d31eb68b3b83a937c3e93fc3bb6cb8ee651d9a9832c5f29e7
FPLS336,891a89873861b4ddd8d1139911393a85088c43f63b14b227d485c4c55791801e9c13f6b489b866a46d69886999d735da
FPSE203,c401f29eba093e4a712ecbe35372930ec88f8595a2755454230ca95f42fa42355518325cbf4e0abf2ccce652f91f4cbd
FPSE206,73514d5a763235996ed75c3665924812c6e56c020c62a9592f838fecb41f8075d84e1bba86c34ac0e5998b2fa79d0ae2
FPSE207,0017dc44c414cae3f26b9d689b751cb1761fd13a53283adfe22299a5c594175470665bd747220a071c2840ca42e3a624
FPSE204,ca573f834c3125faae951ff13d58edd595b48f7a286c86327d7b27bb4b88f99b8b35c7edcbfb69d332829e295e6a956c
FPSE209,916ad07905410e051a0fbd7a81feb24e513bcf528f69e72896af80ea56f24e4e0500896b325bc8190c4ba94103d79f70
FPSE208,30fa9f2c108232daba927407abf0bb7a2385aa58f5c5a7d4fa32feb8346ae0026b904c3e35bd075c8cf59cbaf160821a
FPSE212,35622443fc64f4eb748d431f5c4b457cb2dd88ea28e3c725200d27ebb406bd3f514d9247d4cd7664e0b535fcb1d83176
FPSE211,2f3ce3bb8ad29c3aa116b519c27ff69107befa4171109a7347052d51d1f699cd244762aeb35ca5f706d36f7c69729be2
FPSE210,d2be33580e7d54e125eff51eced677c2d85a7209393e3adb9542a0d13896a23ccde166bc83707397e7c410bb259764ee
FPLS337,393fa88972a12a2d02c6041584d6568bb0df6cf2461de6d33e535d22350b9984d121b05dd90f2948a5f60ac24d21760c
FPSE213,867683c519190cd15826ee3aea77db4b26c7edaeec29d68462476cd9a7017386f55638eee105d483c172407bec5fe6ba
FPSE214,296c20099bb10bbaec9a0dcb5c1a36cae031ab772e5e2108010e7ddda49577f23df7e3af2588c442f550fb27bf20038e
FPLS339,e61e748cd312bc6d8f3afc9bc47a9c41937791e0cde8b509aae7f5a81b75a04db034128c163978ab8452998121549940
FPLS338,2c5462376cd2ef1f0ca3222b912b0528f3f6081e55715692adf3f1c8f53f74439d5ee28d3c30aad6d6cf7ab6f7f6dd79
